open,high,low,close,tick_volume,spread,real_volume
2655.971,2657.773,2655.314,2657.475,1654,111,0
2657.467,2658.392,2656.641,2658.161,1506,111,0
2658.129,2660.435,2656.234,2656.312,1918,111,0
2656.341,2657.967,2653.737,2653.821,1832,111,0
2653.812,2657.03,2653.403,2656.251,1884,111,0
2656.208,2658.331,2655.026,2657.405,2146,112,0
2657.446,2657.642,2655.202,2656.059,1446,111,0
2656.063,2657.326,2655.131,2655.463,1849,112,0
2655.424,2656.619,2653.366,2656.204,1914,111,0
2656.243,2658.699,2654.923,2655.806,4132,111,0
2655.846,2658.181,2654.707,2656.555,3494,111,0
2656.527,2662.791,2656.385,2661.559,3870,111,0
2661.486,2666.353,2661.395,2665.515,3279,111,0
2665.541,2666.654,2662.647,2666.309,3705,111,0
2666.314,2669.297,2663.785,2668.215,3115,111,0
2668.248,2672.653,2666.351,2672.502,5084,111,0
2672.467,2675.276,2670.67,2674.068,3806,111,0
2674.018,2676.203,2671.462,2675.989,4302,111,0
2675.954,2676.469,2671.285,2672.155,3659,111,0
2672.128,2673.919,2669.861,2672.37,3802,111,0
2672.416,2672.451,2666.619,2668.281,3804,112,0
2668.245,2669.776,2667.189,2667.891,3435,111,0
2667.85,2670.593,2666.924,2668.71,2817,111,0
2668.679,2669.524,2665.935,2668.687,2570,111,0
2668.721,2669.783,2665.614,2667.632,2652,112,0
2667.621,2669.365,2666.101,2667.482,1974,112,0
2667.505,2668.228,2665.904,2667.1,1739,111,0
2667.057,2667.911,2665.264,2665.527,1568,111,0
2665.552,2665.956,2663.588,2664.524,1783,111,0
2664.581,2664.655,2661.976,2662.469,1838,111,0
2662.497,2663.8,2662.049,2662.698,1708,111,0
2662.742,2664.076,2661.661,2663.813,1600,112,0
2663.756,2664.541,2662.947,2663.006,1357,112,0
2662.978,2663.332,2660.938,2661.068,1409,112,0
2661.072,2661.638,2659.939,2661.22,1226,112,0
2661.228,2661.684,2659.968,2660.255,1226,111,0
2660.256,2660.546,2658.883,2660.19,1299,112,0
2660.229,2660.266,2657.626,2659.157,1339,111,0
2659.159,2659.567,2656.673,2657.788,1192,111,0
2657.75,2658.929,2657.386,2657.995,1254,111,0
2658.025,2658.276,2657.099,2657.911,1247,111,0
2657.942,2659.718,2657.856,2659.516,831,111,0
2659.584,2660.364,2658.288,2659.877,873,112,0
2659.86,2660.367,2659.088,2659.617,855,112,0
2659.652,2660.986,2658.552,2660.282,814,112,0
2660.811,2661.195,2660.255,2660.661,619,111,0
2660.673,2661.48,2660.374,2661.006,625,111,0
2661.028,2661.701,2659.643,2661.133,1025,111,0
2661.111,2661.59,2659.983,2660.473,778,111,0
2660.513,2660.777,2657.982,2659.207,1308,111,0
2659.204,2660.159,2658.78,2660.059,873,112,0
2660.044,2661.535,2660.026,2661.445,1024,112,0
2661.405,2665.497,2660.302,2664.985,1480,112,0
2665.015,2666.683,2662.897,2664.05,2971,111,0
2664.021,2666.352,2663.207,2664.605,2415,111,0
2664.58,2665.082,2660.528,2663.356,2733,112,0
2663.367,2668.686,2662.423,2667.49,2374,111,0
2667.524,2670.934,2666.195,2668.464,3153,111,0
2668.454,2670.047,2666.749,2668.16,1768,111,0
2668.191,2671.518,2667.621,2670.704,2378,111,0
2670.744,2671.4,2668.739,2669.037,1809,111,0
2669.001,2669.258,2667.18,2667.702,1797,111,0
2667.672,2668.602,2665.46,2667.341,1961,111,0
2667.304,2670.445,2666.547,2670.151,1644,111,0
2670.185,2671.806,2667.548,2669.942,2200,111,0
2669.966,2673.883,2669.593,2672.216,1643,111,0
2672.223,2673.713,2671.296,2671.587,1421,112,0
2671.617,2672.831,2671.468,2671.847,1283,112,0
2671.838,2672.118,2670.04,2670.333,1289,111,0
2670.359,2670.713,2669.257,2669.613,1375,111,0
2669.653,2670.332,2668.412,2668.536,1193,112,0
2668.498,2671.701,2668.271,2671.105,1882,111,0
2671.151,2671.357,2668.314,2668.964,2230,112,0
2668.921,2669.231,2665.699,2667.761,2085,112,0
2667.741,2669.974,2666.934,2669.702,1724,112,0
2669.664,2669.824,2667.209,2667.652,1620,112,0
2667.701,2671.009,2667.493,2670.015,1335,111,0
2670.001,2670.872,2668.863,2669.486,1411,111,0
2669.507,2670.355,2667.883,2668.727,1666,111,0
2668.692,2669.817,2667.473,2667.473,1330,112,0
2667.383,2667.624,2663.656,2664.713,1683,112,0
2664.639,2665.685,2662.018,2662.252,2753,112,0
2662.248,2663.321,2661.147,2662.327,1786,111,0
2662.363,2665.531,2661.89,2663.379,1987,111,0
2663.415,2663.685,2661.48,2663.247,1858,112,0
2663.204,2665.996,2661.657,2664.25,2390,112,0
2664.23,2665.842,2663.392,2663.46,1744,111,0
2663.413,2665.371,2662.685,2665.319,1665,111,0
2665.341,2667.002,2662.987,2664.936,2214,111,0
2664.962,2666.41,2664.48,2665.909,1595,111,0
2665.871,2669.273,2665.806,2668.399,1765,111,0
2668.359,2675.643,2668.292,2673.805,3059,111,0
2673.839,2676.863,2673.385,2675.467,2285,111,0
2675.484,2675.532,2671.703,2672.771,2169,111,0
2672.762,2673.013,2669.768,2671.437,1989,111,0
2671.474,2673.46,2671.383,2672.298,2458,112,0
2672.337,2674.829,2671.731,2674.52,1913,111,0
2674.563,2679.396,2672.657,2677.976,3201,111,0
2677.93,2678.317,2675.357,2677.571,2685,111,0
2677.615,2678.328,2673.905,2675.316,2622,111,0
2675.3,2678.647,2675.17,2677.738,2155,111,0
2677.779,2677.933,2673.664,2673.694,3984,111,0
2673.698,2676.565,2672.332,2674.803,2774,111,0
2674.655,2677.804,2673.167,2677.516,2647,111,0
2677.478,2681.985,2676.893,2680.404,2945,111,0
2680.44,2682.442,2679.518,2682.27,3315,111,0
2682.283,2685.483,2681.068,2685.11,3233,111,0
2685.071,2689.952,2684.56,2689.319,4354,111,0
2689.362,2691.801,2688.052,2688.988,4582,111,0
2688.941,2690.505,2686.668,2688.578,3916,112,0
2688.551,2689.666,2686.323,2687.922,2971,111,0
2687.947,2688.6,2684.464,2685.76,3028,111,0
2685.803,2689.349,2684.902,2687.47,2631,111,0
2687.47,2691.947,2684.577,2689.401,3227,111,0
2689.427,2689.644,2687.046,2687.59,2653,111,0
2687.627,2690.072,2686.034,2689.995,2393,111,0
2690.03,2692.571,2688.725,2692.289,1967,111,0
2692.307,2693.487,2691.405,2693.404,1475,111,0
2693.506,2694.075,2690.64,2690.961,1603,112,0
2690.947,2694.133,2690.456,2694.096,1605,112,0
2694.135,2695.547,2693.006,2694.325,1720,111,0
2694.291,2695.148,2693.834,2694.6,1486,111,0
2694.654,2695.235,2692.363,2692.443,1733,112,0
2692.489,2693.338,2691.874,2692.653,1505,111,0
2692.661,2693.476,2692.2,2692.486,1426,112,0
2692.459,2692.992,2691.583,2692.774,1297,112,0
2692.715,2694.571,2692.147,2692.588,1375,111,0
2692.606,2692.628,2691.084,2691.455,1190,112,0
2691.418,2692.669,2691.144,2692.035,1197,112,0
2692.0,2692.966,2691.43,2692.037,1153,112,0
2692.032,2692.044,2690.901,2691.355,965,112,0
2691.328,2693.127,2691.248,2692.434,994,112,0
2692.472,2692.838,2691.383,2691.738,1223,112,0
2691.782,2693.042,2691.614,2692.429,785,112,0
2692.426,2693.148,2692.181,2692.902,612,112,0
2692.959,2694.235,2692.167,2693.042,962,112,0
2693.024,2694.484,2693.011,2693.679,650,112,0
2693.682,2695.358,2693.608,2694.832,730,112,0
2694.833,2695.495,2693.973,2694.761,773,111,0
2694.794,2696.285,2694.483,2696.17,765,112,0
2696.22,2698.402,2694.901,2696.01,1568,111,0
2695.935,2696.075,2693.44,2694.837,1251,112,0
2694.858,2698.574,2694.383,2697.729,1492,112,0
2697.77,2700.68,2697.719,2700.336,2040,111,0
2700.381,2701.914,2699.847,2701.07,2816,111,0
2701.106,2701.156,2696.635,2700.21,4819,111,0
2700.19,2703.834,2699.577,2700.852,2972,111,0
2700.796,2702.717,2699.182,2700.724,3346,111,0
2700.738,2701.602,2698.646,2699.985,2752,111,0
2700.041,2700.98,2699.571,2700.169,2945,111,0
2700.131,2703.161,2699.59,2702.0,3396,111,0
2702.109,2704.372,2699.426,2700.18,3347,111,0
2700.169,2701.144,2698.314,2699.076,3510,111,0
2699.041,2700.673,2698.62,2699.761,2501,112,0
2699.74,2702.308,2699.007,2700.337,2686,111,0
2700.41,2700.567,2692.375,2693.872,4599,111,0
2693.697,2698.39,2693.55,2695.728,4920,111,0
2695.671,2696.152,2694.095,2695.431,4918,111,0
2695.389,2696.274,2694.036,2694.199,5352,111,0
2694.256,2694.469,2684.584,2685.241,6239,111,0
2685.266,2686.546,2682.97,2684.858,5035,111,0
2684.803,2685.162,2675.59,2680.084,5711,111,0
2680.031,2681.177,2676.647,2678.959,4008,111,0
2678.893,2686.292,2675.846,2686.292,8134,111,0
2686.375,2693.692,2686.202,2688.633,7024,111,0
2688.559,2695.935,2686.633,2692.509,10971,111,0
2692.442,2698.266,2692.377,2696.087,5937,111,0
2696.1,2697.048,2694.126,2695.157,3111,111,0
2695.168,2696.913,2694.696,2696.466,1574,112,0
2696.501,2696.538,2689.315,2691.661,4868,111,0
2691.652,2694.793,2688.099,2688.902,3944,111,0
2688.937,2692.668,2688.694,2691.868,5068,111,0
2691.856,2692.572,2690.177,2690.668,1600,112,0
2690.459,2693.004,2690.242,2692.787,4311,112,0
2692.748,2695.311,2691.599,2694.603,1583,101,0
2694.694,2696.048,2693.082,2693.352,780,112,0
2693.341,2693.341,2689.948,2691.189,826,215,0
2691.142,2691.329,2686.259,2688.659,923,215,0
2688.84,2692.897,2688.015,2691.953,865,225,0
2692.102,2694.438,2691.386,2693.64,870,107,0
2693.682,2696.145,2692.644,2695.734,864,117,0
2695.884,2698.91,2694.068,2698.496,951,117,0
2698.179,2699.786,2697.165,2699.14,893,117,0
2699.121,2699.21,2692.451,2692.704,820,117,0
2692.704,2695.777,2692.373,2694.532,816,117,0
2694.71,2695.096,2692.812,2694.54,820,117,0
2694.491,2696.822,2693.894,2696.288,816,117,0
2696.203,2696.546,2694.752,2695.628,808,117,0
2695.561,2697.643,2693.953,2696.464,800,117,0
2696.585,2697.55,2693.764,2696.549,844,117,0
2696.477,2697.357,2694.925,2695.146,829,117,0
2695.071,2696.74,2694.233,2696.227,795,117,0
2696.281,2696.79,2695.432,2695.712,775,117,0
2695.756,2698.114,2695.526,2697.01,858,117,0
2697.092,2697.613,2690.693,2694.913,862,117,0
2694.741,2701.874,2693.712,2700.242,1071,117,0
2700.387,2702.414,2698.106,2701.016,923,117,0
2701.284,2704.361,2698.733,2701.98,943,117,0
2702.16,2703.776,2699.636,2700.689,903,117,0
2700.424,2702.112,2696.613,2701.274,933,117,0
2701.32,2706.917,2700.182,2706.603,946,117,0
2706.386,2713.434,2705.301,2712.485,1066,117,0
2712.634,2713.686,2709.112,2711.706,938,117,0
2711.457,2715.957,2711.261,2715.085,942,117,0
2715.006,2715.547,2712.407,2713.126,935,117,0
2713.238,2716.053,2711.212,2715.866,922,117,0
2716.035,2717.027,2714.457,2716.151,873,117,0
2716.108,2718.536,2712.738,2714.338,872,117,0
2714.405,2716.218,2712.432,2715.187,865,117,0
2715.151,2719.936,2715.151,2718.89,840,117,0
2718.989,2719.014,2715.799,2717.201,789,117,0
2717.197,2718.253,2714.237,2717.857,811,117,0
2717.939,2718.535,2716.645,2718.094,824,117,0
2717.986,2719.978,2716.988,2719.394,810,117,0
2719.443,2721.077,2718.671,2719.504,850,117,0
2719.473,2720.233,2716.533,2716.63,792,117,0
2716.622,2717.322,2713.925,2714.434,806,117,0
2714.152,2715.979,2713.334,2715.912,833,117,0
2715.954,2716.555,2714.746,2716.254,787,117,0
2716.118,2719.322,2715.805,2719.191,804,117,0
2719.322,2719.695,2717.578,2717.968,815,117,0
2718.172,2719.925,2717.839,2719.812,744,117,0
2719.809,2720.09,2718.134,2718.756,748,117,0
2718.828,2718.881,2716.645,2717.612,731,117,0
2717.62,2718.918,2716.179,2717.2,785,117,0
2717.252,2718.079,2716.079,2717.675,485,117,0
2717.668,2717.884,2716.51,2717.174,442,117,0
2717.084,2718.529,2716.927,2718.046,490,117,0
